sample_id,news_id,symbol,company,published_date,source,url,title,event_type,event_type_detail,sentiment,impact_level,affected_scope,confidence,labeling_method,reason,symbol_evidence,relation_directness,entity_tier,semantic_release_group,semantic_quality_tier,evidence_completeness_score,manual_review_priority,semantic_correctness_status,default_semantic_query_enabled
e39fac2f958fff144035,ad0fef41d4a67d7588d1b2226c6506d6,PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,2020-01-07,VietnamBiz,https://vietnambiz.vn/co-phieu-tam-diem-ngay-8-1-mpc-gas-pvs-20200107210919133.htm,"Cổ phiếu tâm điểm ngày 8/1: MPC, GAS, PVS",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=OTHER; symbol=PVS,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
0880efed84c86c1a3caa,591c3e8d48dbc449fbcd00dc8ff86345,CTG,Ngân hàng TMCP Công Thương Việt Nam,2020-01-08,VietnamBiz,https://vietnambiz.vn/thoa-thuan-khung-hon-1100-ti-dong-co-phieu-ctg-phien-sang-8-1-20200108112748845.htm,"Sau tin lãi lớn, VietinBank có giao dịch khủng hơn 1.100 tỉ đồng cổ phiếu sáng 8/1",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_ALIAS|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=CTG,TITLE_ALIAS|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,TITLE_ENTITY_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
edd7bf6968807301160b,27c94876d9307f63cf2376280f4e5fb1,PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,2020-01-09,CafeF,https://cafef.vn/phien-9-1-khoi-ngoai-tro-lai-mua-rong-tap-trung-gom-pnj-20200109165648002.chn,"Phiên 9/1: Khối ngoại trở lại mua ròng, tập trung ""gom"" PNJ",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=OTHER; symbol=PNJ,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
206149d841cc5d6d1da9,3196292ecc51d42c31cd1d87b4d38e1b,SSI,Công ty Cổ phần Chứng khoán SSI,2020-01-09,VietnamBiz,https://vietnambiz.vn/thi-phan-moi-gioi-hnx-nam-2019-vndirect-vuot-ssi-tai-upcom-vps-chiem-gan-nua-thi-phan-phai-sinh-20200109151240942.htm,"Thị phần môi giới HNX năm 2019: VNDirect vượt SSI tại UPCoM, VPS chiếm gần nửa thị phần phái sinh",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=SSI,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
33a6b3385fe75f724ad5,3196292ecc51d42c31cd1d87b4d38e1b,VND,Công ty Cổ phần Chứng khoán VNDIRECT,2020-01-09,VietnamBiz,https://vietnambiz.vn/thi-phan-moi-gioi-hnx-nam-2019-vndirect-vuot-ssi-tai-upcom-vps-chiem-gan-nua-thi-phan-phai-sinh-20200109151240942.htm,"Thị phần môi giới HNX năm 2019: VNDirect vượt SSI tại UPCoM, VPS chiếm gần nửa thị phần phái sinh",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_ALIAS|BODY_COMPANY; score=11; event=OTHER; symbol=VND,TITLE_ALIAS|BODY_COMPANY,TITLE_ENTITY_MENTION,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
ab2c309b89ad2cf1df8e,365f9fe9142d477674999fc9b22bc9a8,CTG,Ngân hàng TMCP Công Thương Việt Nam,2020-01-09,VietnamBiz,https://vietnambiz.vn/dong-tien-thong-minh-9-1-trai-chieu-khoi-ngoai-tu-doanh-ctck-rot-256-ti-dong-vao-thi-truong-tap-trung-co-phieu-ctg-20200109080015175.htm,"Dòng tiền thông minh (9/1): Trái chiều khối ngoại, tự doanh CTCK rót 256 tỉ đồng vào thị trường, tập trung cổ phiếu CTG",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=OTHER; symbol=CTG,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
97654c899b995d80c12c,4443464cfd5c5af735dfd378d367877a,REE,Công ty Cổ phần Cơ Điện Lạnh,2020-01-09,CafeF,https://cafef.vn/ree-da-hoan-tat-mua-dot-3-lo-trai-phieu-700-ty-do-vinh-son-song-hinh-phat-hanh-20200108170226049.chn,REE đã hoàn tất mua đợt 3 lô trái phiếu 700 tỷ do Vĩnh Sơn Sông Hinh phát hành,CORPORATE_ACTION,STOCK_ISSUANCE,NEUTRAL,MODERATE,STOCK_SPECIFIC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=STOCK_ISSUANCE; symbol=REE,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True
03dbc33d492630d7ed80,9be5fc053c654edfa6ee044289979636,POW,Tổng Công ty Điện lực Dầu khí Việt Nam,2020-01-09,CafeF,https://cafef.vn/pv-power-pow-uoc-dat-3100-ty-lntt-hop-nhat-nam-2019-co-phieu-tiep-tuc-do-day-20200109165102533.chn,"PV Power (POW) ước đạt 3.100 tỷ LNTT hợp nhất năm 2019, cổ phiếu tiếp tục dò đáy",BUSINESS_RESULT,PROJECT_EXPANSION,POSITIVE,MODERATE,STOCK_SPECIFIC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|TITLE_ALIAS|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=24; event=PROJECT_EXPANSION; symbol=POW,TITLE_TICKER|TITLE_ALIAS|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True
f5ffb7ab1c24e21d5239,9f24ab2f6038b44a748ed9f8e35e5217,VND,Công ty Cổ phần Chứng khoán VNDIRECT,2020-01-09,CafeF,https://cafef.vn/tranh-thu-gia-co-phieu-giam-sau-vndirect-chi-gan-18-ty-dong-tro-thanh-co-dong-lon-cua-tap-doan-cienco4-20200109165045549.chn,"Tranh thủ giá cổ phiếu giảm sâu, VNDIRECT chi gần 18 tỷ đồng trở thành cổ đông lớn của Tập đoàn CIENCO4",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_ALIAS|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=VND,TITLE_ALIAS|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_ENTITY_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
16323e21d1de8c1516e3,df31a6656c6a076ba5912a40eb5030bd,SSI,Công ty Cổ phần Chứng khoán SSI,2020-01-09,CafeF,https://cafef.vn/thi-phan-moi-gioi-hnx-quy-4-2019-ssi-tut-hang-acbs-bat-ngo-vuon-len-vi-tri-so-1-20200109164555361.chn,"Thị phần môi giới HNX quý 4/2019: SSI tụt hạng, ACBS bất ngờ vươn lên vị trí số 1",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=OTHER; symbol=SSI,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
66da1d8487a985f10ca0,dcc0b00eaa735141ce62344b2e8b9788,VND,Công ty Cổ phần Chứng khoán VNDIRECT,2020-01-14,CafeF,https://cafef.vn/vndirect-bo-nhiem-ong-do-ngoc-quynh-lam-quyen-tong-giam-doc-20200114215130619.chn,VNDIRECT bổ nhiệm ông Đỗ Ngọc Quỳnh làm quyền tổng giám đốc,CORPORATE_ACTION,LEADERSHIP_CHANGE,NEUTRAL,MODERATE,STOCK_SPECIFIC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_ALIAS|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=LEADERSHIP_CHANGE; symbol=VND,TITLE_ALIAS|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_ENTITY_WITH_TARGET_CONTEXT,HIGH_PRECISION,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True
b6659f7c23c6b02e3695,0f74c1e219b0169a63a866ace835498b,REE,Công ty Cổ phần Cơ Điện Lạnh,2020-01-15,CafeF,https://cafef.vn/ree-sap-dau-tu-du-an-dien-gio-2120-ty-dong-tai-tra-vinh-20200115115926588.chn,REE sắp đầu tư dự án điện gió 2.120 tỷ đồng tại Trà Vinh,OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_COMPANY|BODY_TICKER; score=13; event=OTHER; symbol=REE,TITLE_TICKER|BODY_COMPANY|BODY_TICKER,TITLE_ENTITY_MENTION,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
cf4ae0f8b7011781bbc5,5f2f4ed5b691c6cfc7a698290822582e,HSG,Công ty Cổ phần Tập đoàn Hoa Sen,2020-01-15,CafeF,https://cafef.vn/uoc-quy-1-lai-gap-3-cung-ky-ong-le-phuoc-vu-dang-ky-mua-3-trieu-co-phieu-hsg-20200115092728104.chn,"Ước quý 1 lãi gấp 3 cùng kỳ, ông Lê Phước Vũ đăng ký mua 3 triệu cổ phiếu HSG",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=HSG,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
9e4025ab6dd27ab9f36a,bfdaedd9957691626ab815c9428a91ab,HSG,Công ty Cổ phần Tập đoàn Hoa Sen,2020-01-15,CafeF,https://cafef.vn/hut-hsg-ogc-smc-vjc-vhe-tna-tns-mvy-nls-tdp-thong-tin-giao-dich-luong-lon-co-phieu-20200115084023291.chn,"HUT, HSG, OGC, SMC, VJC, VHE, TNA, TNS, MVY, NLS, TDP: Thông tin giao dịch lượng lớn cổ phiếu",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=HSG,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
7affdec752201aae4329,bfdaedd9957691626ab815c9428a91ab,VJC,Công ty Cổ phần Hàng không Vietjet,2020-01-15,CafeF,https://cafef.vn/hut-hsg-ogc-smc-vjc-vhe-tna-tns-mvy-nls-tdp-thong-tin-giao-dich-luong-lon-co-phieu-20200115084023291.chn,"HUT, HSG, OGC, SMC, VJC, VHE, TNA, TNS, MVY, NLS, TDP: Thông tin giao dịch lượng lớn cổ phiếu",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=VJC,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
20dc7afa2719946572f7,7427ecd048bc870fbec6eb25fa19c889,FPT,Công ty Cổ phần FPT,2020-01-16,CafeF,https://cafef.vn/nvl-fpt-pgd-pgc-tni-nkg-bii-wss-dic-hdc-epc-thong-tin-giao-dich-luong-lon-co-phieu-20200116085150384.chn,"NVL, FPT, PGD, PGC, TNI, NKG, BII, WSS, DIC, HDC, EPC: Thông tin giao dịch lượng lớn cổ phiếu",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=OTHER; symbol=FPT,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
cd54e27832248f1fc4ed,7427ecd048bc870fbec6eb25fa19c889,NKG,Công ty Cổ phần Thép Nam Kim,2020-01-16,CafeF,https://cafef.vn/nvl-fpt-pgd-pgc-tni-nkg-bii-wss-dic-hdc-epc-thong-tin-giao-dich-luong-lon-co-phieu-20200116085150384.chn,"NVL, FPT, PGD, PGC, TNI, NKG, BII, WSS, DIC, HDC, EPC: Thông tin giao dịch lượng lớn cổ phiếu",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=NKG,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
bb3977536ee033dd5946,7427ecd048bc870fbec6eb25fa19c889,NVL,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,2020-01-16,CafeF,https://cafef.vn/nvl-fpt-pgd-pgc-tni-nkg-bii-wss-dic-hdc-epc-thong-tin-giao-dich-luong-lon-co-phieu-20200116085150384.chn,"NVL, FPT, PGD, PGC, TNI, NKG, BII, WSS, DIC, HDC, EPC: Thông tin giao dịch lượng lớn cổ phiếu",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=NVL,TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
a102f74bcda24b616a1b,7c2aa05579f0f1744d8a7cefcdcdafd5,GAS,Tổng Công ty Khí Việt Nam,2020-01-16,CafeF,https://cafef.vn/mot-cong-ty-gas-cua-nhat-ban-chi-hon-nghin-ty-dong-cua-co-phieu-pgd-20200116094000618.chn,Một công ty Gas của Nhật Bản chi hơn nghìn tỷ đồng của cổ phiếu PGD,OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=GAS,TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
3dc87c66f9b1e0b192d5,2c703091be5ce63840cb800f379e9398,DGC,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang,2020-01-20,CafeF,https://cafef.vn/hau-lum-xum-500-trieu-dong-tien-thuong-cho-bong-da-nu-hoa-chat-duc-giang-bao-lai-quy-4-sut-giam-35-so-voi-cung-ky-20200120105335454.chn,"Hậu lùm xùm ""500 triệu đồng tiền thưởng cho bóng đá nữ"", Hóa chất Đức Giang báo lãi quý 4 sụt giảm 35% so với cùng kỳ",BUSINESS_RESULT,PROFIT_GROWTH,POSITIVE,HIGH,STOCK_SPECIFIC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=PROFIT_GROWTH; symbol=DGC,TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_ENTITY_WITH_TARGET_CONTEXT,HIGH_PRECISION,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True
ee5ef03dc5d48040fd92,4145edcb7da2d2cb4c1b2c6a6a92fa41,GEX,Công ty Cổ phần Tập đoàn GELEX,2020-01-20,VietnamBiz,https://vietnambiz.vn/giao-dich-thoa-thuan-lon-mwg-vnm-vjc-ros-gex-phien-20-1-20200120162621829.htm,"Giao dịch thỏa thuận lớn MWG, VNM, VJC, ROS, GEX phiên 20/1",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=GEX,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
1d8186307afa6ee9ee59,4145edcb7da2d2cb4c1b2c6a6a92fa41,MWG,Công ty Cổ phần Đầu tư Thế Giới Di Động,2020-01-20,VietnamBiz,https://vietnambiz.vn/giao-dich-thoa-thuan-lon-mwg-vnm-vjc-ros-gex-phien-20-1-20200120162621829.htm,"Giao dịch thỏa thuận lớn MWG, VNM, VJC, ROS, GEX phiên 20/1",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=MWG,TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
30649e400ffb10e8f3c8,4145edcb7da2d2cb4c1b2c6a6a92fa41,VJC,Công ty Cổ phần Hàng không Vietjet,2020-01-20,VietnamBiz,https://vietnambiz.vn/giao-dich-thoa-thuan-lon-mwg-vnm-vjc-ros-gex-phien-20-1-20200120162621829.htm,"Giao dịch thỏa thuận lớn MWG, VNM, VJC, ROS, GEX phiên 20/1",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=VJC,TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
cf4e1679717b62801483,4145edcb7da2d2cb4c1b2c6a6a92fa41,VNM,Công ty Cổ phần Sữa Việt Nam,2020-01-20,VietnamBiz,https://vietnambiz.vn/giao-dich-thoa-thuan-lon-mwg-vnm-vjc-ros-gex-phien-20-1-20200120162621829.htm,"Giao dịch thỏa thuận lớn MWG, VNM, VJC, ROS, GEX phiên 20/1",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=VNM,TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
1e49c40681351aa6684b,7d31dfb9a3f40577bacc6070cafbab3d,MWG,Công ty Cổ phần Đầu tư Thế Giới Di Động,2020-01-20,VietnamBiz,https://vietnambiz.vn/giao-dich-khoi-ngoai-20-1-mua-rong-532-ti-dong-toan-thi-truong-thoa-thuan-khung-co-phieu-mwg-20200121074947012.htm,"Giao dịch khối ngoại 20/1: Mua ròng 532 tỉ đồng toàn thị trường, thỏa thuận khủng cổ phiếu MWG",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=OTHER; symbol=MWG,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
25804efb82a2cddd1ed0,c0b44730f0bc6343f323ab381279bf91,FPT,Công ty Cổ phần FPT,2020-01-20,CafeF,https://cafef.vn/fpt-online-foc-loi-nhuan-sau-thue-2019-tiep-tuc-di-ngang-dat-256-ty-dong-20200120110738017.chn,"FPT Online (FOC): Lợi nhuận sau thuế 2019 tiếp tục đi ngang, đạt 256 tỷ đồng",CORPORATE_ACTION,DIVIDEND,POSITIVE,MODERATE,STOCK_SPECIFIC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=DIVIDEND; symbol=FPT,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True
efb919d2fa96b81d95d2,ef7e8c22695c8be20cfcbcebc57a0384,MWG,Công ty Cổ phần Đầu tư Thế Giới Di Động,2020-01-20,VietnamBiz,https://vietnambiz.vn/thoa-thuan-gia-tran-gan-5-trieu-co-phieu-mwg-ngay-dau-phien-20-1-gia-tri-gan-600-ti-dong-20200120104642292.htm,"Thỏa thuận giá trần gần 5 triệu cổ phiếu MWG ngay đầu phiên 20/1, giá trị gần 600 tỉ đồng",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=MWG,TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
